Gene_ID,Name
SMEL4.1_00g002900.1.01,Protein of unknown function
SMEL4.1_00g002910.1.01,Protein of unknown function
SMEL4.1_00g002920.1.01,Protein of unknown function
SMEL4.1_00g002930.1.01,Protein of unknown function
SMEL4.1_00g002940.1.01,"Similar to ATPA ATP synthase subunit alpha, mitochondrial (Marchantia polymorpha OX=3197)"
SMEL4.1_00g002950.1.01,"Similar to EMB1467 NADH dehydrogenase [ubiquinone] iron-sulfur protein 1, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g002960.1.01,Protein of unknown function
SMEL4.1_00g002970.1.01,Protein of unknown function
SMEL4.1_00g002980.1.01,Similar to NORK Nodulation receptor kinase (Medicago truncatula OX=3880)
SMEL4.1_00g002990.1.01,Protein of unknown function
SMEL4.1_00g003000.1.01,Similar to At4g37920 Uncharacterized protein At4g37920 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003010.1.01,Protein of unknown function
SMEL4.1_00g003020.1.01,Protein of unknown function
SMEL4.1_00g003030.1.01,Protein of unknown function
SMEL4.1_00g003040.1.01,Protein of unknown function
SMEL4.1_00g003050.1.01,Protein of unknown function
SMEL4.1_00g003060.1.01,Protein of unknown function
SMEL4.1_00g003070.1.01,"Similar to AAE17 Probable acyl-activating enzyme 17, peroxisomal (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003080.1.01,"Similar to At1g79080 Pentatricopeptide repeat-containing protein At1g79080, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003090.1.01,Similar to SIS8 Probable serine/threonine-protein kinase SIS8 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003100.1.01,Similar to R1A-6 Putative late blight resistance protein homolog R1A-6 (Solanum demissum OX=50514)
SMEL4.1_00g003110.1.01,Similar to CYP63 Peptidyl-prolyl cis-trans isomerase CYP63 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003120.1.01,"Similar to At3g02650 Pentatricopeptide repeat-containing protein At3g02650, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003130.1.01,"Similar to At3g02650 Pentatricopeptide repeat-containing protein At3g02650, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003140.1.01,Similar to CNX1 Molybdopterin biosynthesis protein CNX1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003150.1.01,Protein of unknown function
SMEL4.1_00g003160.1.01,"Similar to PLIP1 Phospholipase A1 PLIP1, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003170.1.01,Protein of unknown function
SMEL4.1_00g003180.1.01,"Similar to ATPA ATP synthase subunit alpha, mitochondrial (Marchantia polymorpha OX=3197)"
SMEL4.1_00g003190.1.01,Similar to VTC2 GDP-L-galactose phosphorylase 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003200.1.01,"Similar to ndhJ NAD(P)H-quinone oxidoreductase subunit J, chloroplastic (Nicotiana sylvestris OX=4096)"
SMEL4.1_00g003210.1.01,Similar to CAR3 Protein C2-DOMAIN ABA-RELATED 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003220.1.01,Protein of unknown function
SMEL4.1_00g003230.1.01,Protein of unknown function
SMEL4.1_00g003240.1.01,Similar to DGAT3 Diacylglycerol O-acyltransferase 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003250.1.01,Similar to CHR5 Protein CHROMATIN REMODELING 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003260.1.01,Similar to TULP3 Tubby-like F-box protein 3 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003270.1.01,Protein of unknown function
SMEL4.1_00g003280.1.01,Protein of unknown function
SMEL4.1_00g003290.1.01,Protein of unknown function
SMEL4.1_00g003300.1.01,Protein of unknown function
SMEL4.1_00g003310.1.01,Protein of unknown function
SMEL4.1_00g003320.1.01,Protein of unknown function
SMEL4.1_00g003330.1.01,Similar to EOT1 Protein EXPRESSION OF TERPENOIDS 1 (Solanum lycopersicum OX=4081)
SMEL4.1_00g003340.1.01,Protein of unknown function
SMEL4.1_00g003350.1.01,Protein of unknown function
SMEL4.1_00g003360.1.01,Similar to At5g61250 Heparanase-like protein 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003370.1.01,Similar to CLE10 CLAVATA3/ESR (CLE)-related protein 10 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003380.1.01,Protein of unknown function
SMEL4.1_00g003390.1.01,Similar to NPF8.3 Protein NRT1/ PTR FAMILY 8.3 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003400.1.01,Similar to MYB306 Myb-related protein 306 (Antirrhinum majus OX=4151)
SMEL4.1_00g003410.1.01,Protein of unknown function
SMEL4.1_00g003420.1.01,Similar to GAPN NADP-dependent glyceraldehyde-3-phosphate dehydrogenase (Nicotiana plumbaginifolia OX=4092)
SMEL4.1_00g003430.1.01,Similar to PNC1 Cationic peroxidase 1 (Arachis hypogaea OX=3818)
SMEL4.1_00g003440.1.01,Similar to Non-specific lipid-transfer protein 2 (Nicotiana tabacum OX=4097)
SMEL4.1_00g003450.1.01,Similar to At1g01540 Probable serine/threonine-protein kinase At1g01540 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003460.1.01,Protein of unknown function
SMEL4.1_00g003470.1.01,Protein of unknown function
SMEL4.1_00g003480.1.01,Protein of unknown function
SMEL4.1_00g003490.1.01,"Similar to accD Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (Atropa belladonna OX=33113)"
SMEL4.1_00g003500.1.01,Similar to psbB Photosystem II CP47 reaction center protein (Solanum lycopersicum OX=4081)
SMEL4.1_00g003510.1.01,Similar to PVA12 Vesicle-associated protein 1-2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003520.1.01,Similar to PVA12 Vesicle-associated protein 1-2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003530.1.01,"Similar to CLPB3 Chaperone protein ClpB3, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003540.1.01,Similar to CYP71D55 Premnaspirodiene oxygenase (Hyoscyamus muticus OX=35626)
SMEL4.1_00g003550.1.01,Similar to ITN1 Ankyrin repeat-containing protein ITN1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003560.1.01,Protein of unknown function
SMEL4.1_00g003570.1.01,"Similar to PCMP-H33 Pentatricopeptide repeat-containing protein At2g29760, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003580.1.01,Protein of unknown function
SMEL4.1_00g003590.1.01,Similar to CYP704B1 Cytochrome P450 704B1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003600.1.01,Similar to SULTR3;1 Sulfate transporter 3.1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003610.1.01,Similar to At2g36630 Sulfite exporter TauE/SafE family protein 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003620.1.01,Similar to ECP63 Late embryogenesis abundant protein ECP63 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003630.1.01,"Similar to ISPF 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase, chloroplastic (Catharanthus roseus OX=4058)"
SMEL4.1_00g003640.1.01,Similar to ACS1 1-aminocyclopropane-1-carboxylate synthase (Glycine max OX=3847)
SMEL4.1_00g003650.1.01,Protein of unknown function
SMEL4.1_00g003660.1.01,Protein of unknown function
SMEL4.1_00g003670.1.01,Protein of unknown function
SMEL4.1_00g003680.1.01,Protein of unknown function
SMEL4.1_00g003690.1.01,Protein of unknown function
SMEL4.1_00g003700.1.01,Protein of unknown function
SMEL4.1_00g003710.1.01,Protein of unknown function
SMEL4.1_00g003720.1.01,Protein of unknown function
SMEL4.1_00g003730.1.01,Protein of unknown function
SMEL4.1_00g003740.1.01,Similar to RBOHC Respiratory burst oxidase homolog protein C (Solanum tuberosum OX=4113)
SMEL4.1_00g003750.1.01,Protein of unknown function
SMEL4.1_00g003760.1.01,Similar to STA1 Protein STABILIZED1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003770.1.01,Similar to SNE F-box protein SNE (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003780.1.01,Similar to ML2 Protein MEI2-like 2 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_00g003790.1.01,Similar to PRS4 Ribose-phosphate pyrophosphokinase 4 (Spinacia oleracea OX=3562)
SMEL4.1_00g003800.1.01,"Similar to PRAF1 PH, RCC1 and FYVE domains-containing protein 1 (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003810.1.01,Similar to At1g04430 Probable methyltransferase PMT8 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003820.1.01,"Similar to GMD1 GDP-mannose 4,6 dehydratase 1 (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003830.1.01,Similar to BLH9 BEL1-like homeodomain protein 9 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003840.1.01,Similar to FBL14 F-box/LRR-repeat protein 14 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003850.1.01,Similar to At3g13620 Probable polyamine transporter At3g13620 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003860.1.01,Protein of unknown function
SMEL4.1_00g003870.1.01,Similar to PKL CHD3-type chromatin-remodeling factor PICKLE (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003880.1.01,Similar to AMAT Methanol O-anthraniloyltransferase (Vitis labrusca OX=103355)
SMEL4.1_00g003890.1.01,Similar to AMAT Methanol O-anthraniloyltransferase (Vitis labrusca OX=103355)
SMEL4.1_00g003900.1.01,Protein of unknown function
SMEL4.1_00g003910.1.01,Similar to SPL2 E3 ubiquitin-protein ligase SPL2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003920.1.01,Similar to NSP1 Protein NODULATION SIGNALING PATHWAY 1 (Medicago truncatula OX=3880)
SMEL4.1_00g003930.1.01,Similar to APC2 Calcium-dependent mitochondrial ATP-magnesium/phosphate carrier protein 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003940.1.01,Similar to RPS27B 40S ribosomal protein S27-2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003950.1.01,Similar to HIPP05 Heavy metal-associated isoprenylated plant protein 5 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g003960.1.01,Similar to ycf2-A Protein Ycf2 (Buxus microphylla OX=153571)
SMEL4.1_00g003970.1.01,"Similar to At1g12700 Putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003980.1.01,"Similar to At3g22470 Pentatricopeptide repeat-containing protein At3g22470, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g003990.1.01,Similar to PLC2 Phosphoinositide phospholipase C 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004000.1.01,Similar to STR10 Rhodanese-like domain-containing protein 10 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004010.1.01,Similar to AL1 PHD finger protein ALFIN-LIKE 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004020.1.01,"Similar to ASA2 Anthranilate synthase alpha subunit 2, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g004030.1.01,Similar to Auxin-responsive protein SAUR50 (Helianthus annuus OX=4232)
SMEL4.1_00g004040.1.01,Similar to SMD3B Small nuclear ribonucleoprotein SmD3b (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004050.1.01,Similar to PER72 Peroxidase 72 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004060.1.01,Similar to At4g36180 Probable LRR receptor-like serine/threonine-protein kinase At4g36180 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004070.1.01,Similar to V-type proton ATPase 16 kDa proteolipid subunit (Nicotiana tabacum OX=4097)
SMEL4.1_00g004080.1.01,Protein of unknown function
SMEL4.1_00g004090.1.01,"Similar to At4g10320 Isoleucine--tRNA ligase, cytoplasmic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g004100.1.01,Protein of unknown function
SMEL4.1_00g004110.1.01,Protein of unknown function
SMEL4.1_00g004120.1.01,"Similar to ndhH NAD(P)H-quinone oxidoreductase subunit H, chloroplastic (Solanum tuberosum OX=4113)"
SMEL4.1_00g004130.1.01,Similar to MYC2 Transcription factor MYC2 (Solanum lycopersicum OX=4081)
SMEL4.1_00g004140.1.01,Similar to Auxin-induced protein 15A (Glycine max OX=3847)
SMEL4.1_00g004150.1.01,Similar to MIF4 Mini zinc finger protein 4 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_00g004160.1.01,Protein of unknown function
SMEL4.1_00g004170.1.01,Protein of unknown function
SMEL4.1_00g004180.1.01,Similar to CBSDUF5 DUF21 domain-containing protein At5g52790 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004190.1.01,Protein of unknown function
SMEL4.1_00g004200.1.01,Protein of unknown function
SMEL4.1_00g004210.1.01,"Similar to FD3 Ferredoxin-3, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g004220.1.01,Protein of unknown function
SMEL4.1_00g004230.1.01,Similar to Suberization-associated anionic peroxidase (Solanum tuberosum OX=4113)
SMEL4.1_00g004240.1.01,Similar to FAD-OXR Berberine bridge enzyme-like 22 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004250.1.01,Similar to At1g14390 Probable LRR receptor-like serine/threonine-protein kinase At1g14390 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004260.1.01,Similar to WRKY72A WRKY transcription factor 72A (Solanum lycopersicum OX=4081)
SMEL4.1_00g004270.1.01,Similar to DSP1 Tyrosine-protein phosphatase DSP1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004280.1.01,Similar to UTP--glucose-1-phosphate uridylyltransferase (Solanum tuberosum OX=4113)
SMEL4.1_00g004290.1.01,Similar to HDG1 Homeobox-leucine zipper protein HDG1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004300.1.01,Protein of unknown function
SMEL4.1_00g004310.1.01,"Similar to CLPT1 ATP-dependent Clp protease ATP-binding subunit CLPT1, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g004320.1.01,Protein of unknown function
SMEL4.1_00g004330.1.01,"Similar to At1g62670 Pentatricopeptide repeat-containing protein At1g62670, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g004340.1.01,"Similar to ndhD NAD(P)H-quinone oxidoreductase chain 4, chloroplastic (Solanum tuberosum OX=4113)"
SMEL4.1_00g004350.1.01,"Similar to ndhI NAD(P)H-quinone oxidoreductase subunit I, chloroplastic (Nicotiana tomentosiformis OX=4098)"
SMEL4.1_00g004360.1.01,Similar to JMJ25 Lysine-specific demethylase JMJ25 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004370.1.01,"Similar to ASA2 Anthranilate synthase alpha subunit 2, chloroplastic (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g004380.1.01,Similar to DIS1 E3 ubiquitin-protein ligase DIS1 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_00g004390.1.01,Protein of unknown function
SMEL4.1_00g004400.1.01,Protein of unknown function
SMEL4.1_00g004410.1.01,Protein of unknown function
SMEL4.1_00g004420.1.01,Protein of unknown function
SMEL4.1_00g004430.1.01,Similar to At3g49900 BTB/POZ domain-containing protein At3g49900 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004440.1.01,Similar to RPL26A 60S ribosomal protein L26-1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004450.1.01,Protein of unknown function
SMEL4.1_00g004460.1.01,Protein of unknown function
SMEL4.1_00g004470.1.01,Similar to OGG1 N-glycosylase/DNA lyase OGG1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004480.1.01,Protein of unknown function
SMEL4.1_00g004490.1.01,Protein of unknown function
SMEL4.1_00g004500.1.01,Protein of unknown function
SMEL4.1_00g004510.1.01,Similar to CLC-G Putative chloride channel-like protein CLC-g (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004520.1.01,Protein of unknown function
SMEL4.1_00g004530.1.01,Similar to MGS1 Pollen-specific protein C13 (Zea mays OX=4577)
SMEL4.1_00g004540.1.01,Protein of unknown function
SMEL4.1_00g004550.1.01,Protein of unknown function
SMEL4.1_00g004560.1.01,Protein of unknown function
SMEL4.1_00g004570.1.01,Similar to At3g55350 Protein ALP1-like (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004580.1.01,Similar to JMJ18 Lysine-specific demethylase JMJ18 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004590.1.01,Protein of unknown function
SMEL4.1_00g004600.1.01,Protein of unknown function
SMEL4.1_00g004610.1.01,Protein of unknown function
SMEL4.1_00g004620.1.01,Protein of unknown function
SMEL4.1_00g004630.1.01,"Similar to At1g12700 Putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g004640.1.01,Protein of unknown function
SMEL4.1_00g004650.1.01,Protein of unknown function
SMEL4.1_00g004660.1.01,Similar to PRMT16 Protein arginine N-methyltransferase 1.6 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004670.1.01,Similar to PRMT7 Protein arginine N-methyltransferase 7 (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_00g004680.1.01,Protein of unknown function
SMEL4.1_00g004690.1.01,Similar to BSL2 Serine/threonine-protein phosphatase BSL2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004700.1.01,Protein of unknown function
SMEL4.1_00g004710.1.01,Protein of unknown function
SMEL4.1_00g004720.1.01,Similar to TIC214 Protein TIC 214 (Nicotiana tabacum OX=4097)
SMEL4.1_00g004730.1.01,"Similar to ndhF NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic (Fragment) (Capsicum baccatum OX=33114)"
SMEL4.1_00g004740.1.01,Similar to MYB308 Myb-related protein 308 (Antirrhinum majus OX=4151)
SMEL4.1_00g004750.1.01,Similar to Pistil-specific extensin-like protein (Nicotiana tabacum OX=4097)
SMEL4.1_00g004760.1.01,Similar to AGP30 Non-classical arabinogalactan protein 30 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004770.1.01,Protein of unknown function
SMEL4.1_00g004780.1.01,Similar to ARF1 Auxin response factor 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004790.1.01,Similar to At5g33370 GDSL esterase/lipase At5g33370 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004800.1.01,Similar to CAD9 Probable cinnamyl alcohol dehydrogenase 9 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004810.1.01,Similar to At5g66980 Putative B3 domain-containing protein At5g66980 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004820.1.01,Similar to GIR2 Protein GL2-INTERACTING REPRESSOR 2 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004830.1.01,Similar to MYB14 Transcription factor MYB14 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004840.1.01,"Similar to accD Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic (Atropa belladonna OX=33113)"
SMEL4.1_00g004850.1.01,Similar to psbE Cytochrome b559 subunit alpha (Solanum bulbocastanum OX=147425)
SMEL4.1_00g004860.1.01,Protein of unknown function
SMEL4.1_00g004870.1.01,Similar to DREB2C Dehydration-responsive element-binding protein 2C (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004880.1.01,Similar to PRA1B4 PRA1 family protein B4 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004890.1.01,Protein of unknown function
SMEL4.1_00g004900.1.01,Protein of unknown function
SMEL4.1_00g004910.1.01,Protein of unknown function
SMEL4.1_00g004920.1.01,Protein of unknown function
SMEL4.1_00g004930.1.01,Protein of unknown function
SMEL4.1_00g004940.1.01,Protein of unknown function
SMEL4.1_00g004950.1.01,Similar to NRP1 Nodulin-related protein 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004960.1.01,Similar to NRP1 Nodulin-related protein 1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004970.1.01,Similar to PCMP-E19 Pentatricopeptide repeat-containing protein At2g33680 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g004980.1.01,Protein of unknown function
SMEL4.1_00g004990.1.01,Similar to PUB4 U-box domain-containing protein 4 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g005000.1.01,Similar to At3g15140 Uncharacterized exonuclease domain-containing protein At3g15140 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g005010.1.01,Protein of unknown function
SMEL4.1_00g005020.1.01,Protein of unknown function
SMEL4.1_00g005030.1.01,Protein of unknown function
SMEL4.1_00g005040.1.01,Protein of unknown function
SMEL4.1_00g005050.1.01,Protein of unknown function
SMEL4.1_00g005060.1.01,"Similar to SUV3 DExH-box ATP-dependent RNA helicase DExH16, mitochondrial (Arabidopsis thaliana OX=3702)"
SMEL4.1_00g005070.1.01,Protein of unknown function
SMEL4.1_00g005080.1.01,Similar to TAT Tyrosine aminotransferase (Arabidopsis thaliana OX=3702)
SMEL4.1_00g005090.1.01,Protein of unknown function
SMEL4.1_00g005100.1.01,Protein of unknown function
SMEL4.1_00g005110.1.01,"Similar to ANT ADP,ATP carrier protein, mitochondrial (Solanum tuberosum OX=4113)"
SMEL4.1_00g005120.1.01,Protein of unknown function
SMEL4.1_00g005130.1.01,Similar to rpoC2 DNA-directed RNA polymerase subunit beta'' (Solanum bulbocastanum OX=147425)
SMEL4.1_00g005140.1.01,"Similar to atpA ATP synthase subunit alpha, chloroplastic (Solanum tuberosum OX=4113)"
SMEL4.1_00g005150.1.01,Similar to PAP27 Probable inactive purple acid phosphatase 27 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g005160.1.01,Similar to ASHH1 Histone-lysine N-methyltransferase ASHH1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g005170.1.01,Similar to RPA1B Replication protein A 70 kDa DNA-binding subunit B (Oryza sativa subsp. japonica OX=39947)
SMEL4.1_00g005180.1.01,Protein of unknown function
SMEL4.1_00g005190.1.01,Similar to BAD1 Ankyrin repeat-containing protein BDA1 (Arabidopsis thaliana OX=3702)
SMEL4.1_00g005200.1.01,Similar to DJ1D Protein DJ-1 homolog D (Arabidopsis thaliana OX=3702)
